w,r,v,noise
0.07123156644636504,0.15486860899193416,0.015667635058905963,0.06795481037531392
-5.928489491711736,-24.53367970716755,-55.30049671987277,-6.323883118102935
0.028684210526315763,0.07412280701754391,0.10280701754385968,0.029736842105263173
0.9830793869926371,0.6886421976646221,0.9987223179303519,0.9844028681481141
