,w,r,v,noise
NRMSE,0.371232732187867,0.06343048859801872,0.19792798592927138,0.45740483565154866
Log-gamma,3.0460272080554023,3.600952723185938,0.013187009588950409,2.4848383494665245
ECE,0.02894736842105268,0.012631578947368428,0.023596491228070116,0.00473684210526315
Post. Contraction,0.8811335251461553,0.9965832682341824,0.960519929160112,0.7839580594569204
