,w,r,v,noise
NRMSE,0.3423830023854076,0.05907874809484841,0.19630127967611494,0.4415417661418174
Log-gamma,3.0767362856214477,-0.7157665330900497,1.7354006263266661,2.8924833064777964
ECE,0.015263157894736812,0.028771929824561365,0.0128070175438596,0.008157894736842114
Post. Contraction,0.8895525105707691,0.9967414358382516,0.9616155312054467,0.7954057071306226
