,w,r,v,noise
NRMSE,0.35428423850294943,0.060158574783687066,0.20765485071649525,0.5118162470929561
Log-gamma,3.910680741477881,0.5787026275168946,0.371372984093356,3.048788126006575
ECE,0.008421052631578954,0.03745614035087716,0.020789473684210497,0.009824561403508805
Post. Contraction,0.8843849918269477,0.9967484075227369,0.9531306649089982,0.7279652787375547
