w,r,v,noise
0.11722300681767561,0.22348604072212458,0.03217133609736082,0.1279235490506619
-0.3948772176938397,2.948985399265314,-inf,-1.5981327967068015
0.021315789473684232,0.012017543859649149,0.22982456140350876,0.01833333333333334
0.9311329902546858,0.13268645075726826,0.9922486852906046,0.9016257186611383
