w,r,v,noise
0.12622608024231802,0.21993381643681897,0.03389988218899946,0.1235601106165038
1.924707100713528,-0.4819348439663189,-inf,2.258543667777926
0.01350877192982456,0.02140350877192983,0.2531578947368421,0.020789473684210552
0.9350286034188616,0.24159610080791705,0.9895722978982864,0.9234852160610738
