w,r,v,noise
0.11905320999412894,0.18766817174340744,0.025939940154014456,0.10565477211402025
-inf,-inf,-23.060190050256267,-inf
0.1666666666666667,0.36500000000000005,0.19491228070175437,0.1783333333333334
0.9844624142375475,0.972091766756517,0.9953298779031841,0.9837057263537934
