,w,r,v,noise
NRMSE,1.014328691967782,0.029327280508005864,0.12848550504807515,0.9718631456917808
Log-gamma,3.818820127592919,-11.220590009987081,1.7146716490926845,1.480810302809089
ECE,0.008245614035087723,0.12894736842105264,0.011140350877192978,0.022894736842105246
Post. Contraction,0.0032699335284399056,0.9991141976469167,0.9821600074436814,0.10283124273596406
