,w,r,v,noise
NRMSE,0.2659955045831349,0.053502383365872486,0.17772227350042732,0.3933552058601266
Log-gamma,3.3824956252885676,-0.6414322043091333,3.7478100236631207,2.4649019149588627
ECE,0.012192982456140367,0.03263157894736843,0.02157894736842106,0.021228070175438596
Post. Contraction,0.9351949268859796,0.9974174791235753,0.9658846324997964,0.8411405886101131
