,w,r,v,noise
NRMSE,0.3577645735725712,0.08837821296572193,0.2552598276896806,0.7290457770950766
Log-gamma,4.225116634427543,3.9036860326933223,2.5791175979091805,1.4143143614429563
ECE,0.01175438596491224,0.0128070175438596,0.008508771929824577,0.020526315789473726
Post. Contraction,0.8848926958388486,0.9928069411197682,0.9285314123728533,0.48140901543838943
