timeStamp;roomX;roomZ;roomAngle;targetId;targetX;targetZ;targetAngle;distanceToTarget;targetAttentionCount
5.292947;0;0;0.00465021;6;15.08633;-14.94666;-0.780748;21.23676;4
5.292947;0;0;0.00465021;7;14.94667;15.08632;0.7900484;21.23676;2
5.317942;0;0;0.00465021;0;-0.1395818;30.01634;1.575446;30.01666;0
5.317942;0;0;0.00465021;1;30.01634;0.1395833;0.00465021;30.01666;0
5.317942;0;0;0.00465021;2;-15.08632;14.94667;2.360845;21.23676;4
5.317942;0;0;0.00465021;3;-14.94667;-15.08632;-2.351544;21.23676;2
5.317942;0;0;0.00465021;4;-30.01634;-0.1395831;3.146243;30.01666;0
5.317942;0;0;0.00465021;5;0.1395827;-30.01634;-1.566146;30.01666;0
5.317942;0;0;0.00465021;6;15.08633;-14.94666;-0.780748;21.23676;4
5.317942;0;0;0.00465021;7;14.94667;15.08632;0.7900484;21.23676;2
5.344405;0;0;0.00465021;0;-0.1395818;30.01634;1.575446;30.01666;0
5.344405;0;0;0.00465021;1;30.01634;0.1395833;0.00465021;30.01666;0
5.344405;0;0;0.00465021;2;-15.08632;14.94667;2.360845;21.23676;4
5.344405;0;0;0.00465021;3;-14.94667;-15.08632;-2.351544;21.23676;2
5.344405;0;0;0.00465021;4;-30.01634;-0.1395831;3.146243;30.01666;0
5.344405;0;0;0.00465021;5;0.1395827;-30.01634;-1.566146;30.01666;0
5.344405;0;0;0.00465021;6;15.08633;-14.94666;-0.780748;21.23676;4
5.344405;0;0;0.00465021;7;14.94667;15.08632;0.7900484;21.23676;2
5.369454;0;0;0.00465021;0;-0.1395818;30.01634;1.575446;30.01666;0
5.369454;0;0;0.00465021;1;30.01634;0.1395833;0.00465021;30.01666;0
5.369454;0;0;0.00465021;2;-15.08632;14.94667;2.360845;21.23676;4
5.369454;0;0;0.00465021;3;-14.94667;-15.08632;-2.351544;21.23676;2
5.369454;0;0;0.00465021;4;-30.01634;-0.1395831;3.146243;30.01666;0
5.369454;0;0;0.00465021;5;0.1395827;-30.01634;-1.566146;30.01666;0
5.369454;0;0;0.00465021;6;15.08633;-14.94666;-0.780748;21.23676;4
5.369454;0;0;0.00465021;7;14.94667;15.08632;0.7900484;21.23676;2
5.394556;0;0;0.00465021;0;-0.1395818;30.01634;1.575446;30.01666;0
5.394556;0;0;0.00465021;1;30.01634;0.1395833;0.00465021;30.01666;0
5.394556;0;0;0.00465021;2;-15.08632;14.94667;2.360845;21.23676;4
5.394556;0;0;0.00465021;3;-14.94667;-15.08632;-2.351544;21.23676;2
5.394556;0;0;0.00465021;4;-30.01634;-0.1395831;3.146243;30.01666;0
5.394556;0;0;0.00465021;5;0.1395827;-30.01634;-1.566146;30.01666;0
5.394556;0;0;0.00465021;6;15.08633;-14.94666;-0.780748;21.23676;4
5.394556;0;0;0.00465021;7;14.94667;15.08632;0.7900484;21.23676;2
5.419408;0;0;0.00465021;0;-0.1395818;30.01634;1.575446;30.01666;0
5.419408;0;0;0.00465021;1;30.01634;0.1395833;0.00465021;30.01666;0
5.419408;0;0;0.00465021;2;-15.08632;14.94667;2.360845;21.23676;4
5.419408;0;0;0.00465021;3;-14.94667;-15.08632;-2.351544;21.23676;2
5.419408;0;0;0.00465021;4;-30.01634;-0.1395831;3.146243;30.01666;0
5.419408;0;0;0.00465021;5;0.1395827;-30.01634;-1.566146;30.01666;0
5.419408;0;0;0.00465021;6;15.08633;-14.94666;-0.780748;21.23676;4
5.419408;0;0;0.00465021;7;14.94667;15.08632;0.7900484;21.23676;2
5.446384;0;0;0.00465021;0;-0.1395818;30.01634;1.575446;30.01666;0
5.446384;0;0;0.00465021;1;30.01634;0.1395833;0.00465021;30.01666;0
5.446384;0;0;0.00465021;2;-15.08632;14.94667;2.360845;21.23676;4
5.446384;0;0;0.00465021;3;-14.94667;-15.08632;-2.351544;21.23676;2
5.446384;0;0;0.00465021;4;-30.01634;-0.1395831;3.146243;30.01666;0
5.446384;0;0;0.00465021;5;0.1395827;-30.01634;-1.566146;30.01666;0
5.446384;0;0;0.00465021;6;15.08633;-14.94666;-0.780748;21.23676;4
5.446384;0;0;0.00465021;7;14.94667;15.08632;0.7900484;21.23676;2
5.473459;0;0;0.00465021;0;-0.1395818;30.01634;1.575446;30.01666;0
5.473459;0;0;0.00465021;1;30.01634;0.1395833;0.00465021;30.01666;0
5.473459;0;0;0.00465021;2;-15.08632;14.94667;2.360845;21.23676;4
