,w,r,v,noise
NRMSE,0.2582264825958708,0.04512945494439864,0.15486643240636855,0.36676811095707945
Log-gamma,-0.09942094584821382,1.2192569350630549,1.4278856946600944,-1.0727724137313195
ECE,0.02035087719298248,0.03631578947368419,0.024122807017543865,0.018771929824561454
Post. Contraction,0.9248323028458889,0.9981697489784878,0.9724666531998933,0.8647709455478505
