,w,r,v,noise
NRMSE,0.2691546194337309,0.8442251559878882,0.24253888179301067,0.35419563866789916
Log-gamma,3.7428684954889704,4.783120431971851,2.604495978854207,0.06434169244150481
ECE,0.015263157894736812,0.009649122807017518,0.01947368421052631,0.015789473684210548
Post. Contraction,0.9331113869724685,0.292793272629752,0.9472567514838046,0.8734343945013991
