timeStamp;roomX;roomZ;roomAngle;agentId;agentX;agentZ;agentLookX;agentLookZtargetId;targetName;targetX;targetZ;targetAngle;distanceToRoom;distanceToAgent;LookedAt;targetAttentionCount
4.956783;0.9360517;5.608456;0.1653758;4;-0.3352127;3.770398;0.8948191;0.4463702;1;TerraCotta;29.60437;-0.5526731;-0.01866646;29.60953;30.23672;0;0
4.956783;0.9360517;5.608456;0.1653758;4;-0.3352127;3.770398;0.8948191;0.4463702;2;Violet;-17.28496;6.842918;2.764636;18.59019;17.20496;0;3
4.956783;0.9360517;5.608456;0.1653758;4;-0.3352127;3.770398;0.8948191;0.4463702;3;Forest;-12.33346;-22.76955;-2.067217;25.8953;29.11066;0;0
4.956783;0.9360517;5.608456;0.1653758;4;-0.3352127;3.770398;0.8948191;0.4463702;4;Lake;-29.60287;-10.43408;-2.802721;31.38789;32.51986;0;0
4.956783;0.9360517;5.608456;0.1653758;4;-0.3352127;3.770398;0.8948191;0.4463702;5;Ivy;4.94028;-35.09312;-1.430939;35.43915;39.20867;0;0
4.956783;0.9360517;5.608456;0.1653758;4;-0.3352127;3.770398;0.8948191;0.4463702;6;GoldenRod;17.27605;-17.82883;-0.8011435;24.82597;27.853;0;0
4.956783;0.9360517;5.608456;0.1653758;4;-0.3352127;3.770398;0.8948191;0.4463702;7;Brick;12.34317;11.78998;0.7624798;17.0692;14.97897;1;9
4.956783;0.9360517;5.608456;0.1653758;5;2.670042;-0.652143;0.6910397;0.7227833;0;Greystone;-4.94199;24.11571;1.772926;24.61688;25.89504;0;0
4.956783;0.9360517;5.608456;0.1653758;5;2.670042;-0.652143;0.6910397;0.7227833;1;TerraCotta;29.60437;-0.5526731;-0.01866646;29.60953;26.92107;0;0
4.956783;0.9360517;5.608456;0.1653758;5;2.670042;-0.652143;0.6910397;0.7227833;2;Violet;-17.28496;6.842918;2.764636;18.59019;21.29464;0;3
4.956783;0.9360517;5.608456;0.1653758;5;2.670042;-0.652143;0.6910397;0.7227833;3;Forest;-12.33346;-22.76955;-2.067217;25.8953;26.71077;0;0
4.956783;0.9360517;5.608456;0.1653758;5;2.670042;-0.652143;0.6910397;0.7227833;4;Lake;-29.60287;-10.43408;-2.802721;31.38789;33.71009;0;0
4.956783;0.9360517;5.608456;0.1653758;5;2.670042;-0.652143;0.6910397;0.7227833;5;Ivy;4.94028;-35.09312;-1.430939;35.43915;34.5045;0;0
4.956783;0.9360517;5.608456;0.1653758;5;2.670042;-0.652143;0.6910397;0.7227833;6;GoldenRod;17.27605;-17.82883;-0.8011435;24.82597;22.53114;0;0
4.956783;0.9360517;5.608456;0.1653758;5;2.670042;-0.652143;0.6910397;0.7227833;7;Brick;12.34317;11.78998;0.7624798;17.0692;15.73685;1;9
4.956783;0.9360517;5.608456;0.1653758;6;3.159612;1.443177;0.7996991;0.600354;0;Greystone;-4.94199;24.11571;1.772926;24.61688;24.0605;0;0
4.956783;0.9360517;5.608456;0.1653758;6;3.159612;1.443177;0.7996991;0.600354;1;TerraCotta;29.60437;-0.5526731;-0.01866646;29.60953;26.50654;0;0
4.956783;0.9360517;5.608456;0.1653758;6;3.159612;1.443177;0.7996991;0.600354;2;Violet;-17.28496;6.842918;2.764636;18.59019;21.12428;0;3
4.956783;0.9360517;5.608456;0.1653758;6;3.159612;1.443177;0.7996991;0.600354;3;Forest;-12.33346;-22.76955;-2.067217;25.8953;28.7299;0;0
4.956783;0.9360517;5.608456;0.1653758;6;3.159612;1.443177;0.7996991;0.600354;4;Lake;-29.60287;-10.43408;-2.802721;31.38789;34.83622;0;0
4.956783;0.9360517;5.608456;0.1653758;6;3.159612;1.443177;0.7996991;0.600354;5;Ivy;4.94028;-35.09312;-1.430939;35.43915;36.56845;0;0
4.956783;0.9360517;5.608456;0.1653758;6;3.159612;1.443177;0.7996991;0.600354;6;GoldenRod;17.27605;-17.82883;-0.8011435;24.82597;23.87309;0;0
4.956783;0.9360517;5.608456;0.1653758;6;3.159612;1.443177;0.7996991;0.600354;7;Brick;12.34317;11.78998;0.7624798;17.0692;13.81131;1;9
4.956783;0.9360517;5.608456;0.1653758;7;1.377406;-3.781068;0.6861796;0.02363751;0;Greystone;-4.94199;24.11571;1.772926;24.61688;28.58734;0;0
4.956783;0.9360517;5.608456;0.1653758;7;1.377406;-3.781068;0.6861796;0.02363751;1;TerraCotta;29.60437;-0.5526731;-0.01866646;29.60953;28.39764;0;0
4.956783;0.9360517;5.608456;0.1653758;7;1.377406;-3.781068;0.6861796;0.02363751;2;Violet;-17.28496;6.842918;2.764636;18.59019;21.45317;0;3
4.956783;0.9360517;5.608456;0.1653758;7;1.377406;-3.781068;0.6861796;0.02363751;3;Forest;-12.33346;-22.76955;-2.067217;25.8953;23.4059;0;0
4.956783;0.9360517;5.608456;0.1653758;7;1.377406;-3.781068;0.6861796;0.02363751;4;Lake;-29.60287;-10.43408;-2.802721;31.38789;31.67398;0;0
4.956783;0.9360517;5.608456;0.1653758;7;1.377406;-3.781068;0.6861796;0.02363751;5;Ivy;4.94028;-35.09312;-1.430939;35.43915;31.50287;0;0
4.956783;0.9360517;5.608456;0.1653758;7;1.377406;-3.781068;0.6861796;0.02363751;6;GoldenRod;17.27605;-17.82883;-0.8011435;24.82597;21.19973;0;0
4.956783;0.9360517;5.608456;0.1653758;7;1.377406;-3.781068;0.6861796;0.02363751;7;Brick;12.34317;11.78998;0.7624798;17.0692;19.02186;1;9
4.956783;0.9360517;5.608456;0.1653758;8;3.734166;-4.616666;0.6291916;-0.617268;0;Greystone;-4.94199;24.11571;1.772926;24.61688;29.99756;0;0
4.956783;0.9360517;5.608456;0.1653758;8;3.734166;-4.616666;0.6291916;-0.617268;1;TerraCotta;29.60437;-0.5526731;-0.01866646;29.60953;26.17423;0;0
4.956783;0.9360517;5.608456;0.1653758;8;3.734166;-4.616666;0.6291916;-0.617268;2;Violet;-17.28496;6.842918;2.764636;18.59019;23.91866;0;3
4.956783;0.9360517;5.608456;0.1653758;8;3.734166;-4.616666;0.6291916;-0.617268;3;Forest;-12.33346;-22.76955;-2.067217;25.8953;24.22745;0;0
4.956783;0.9360517;5.608456;0.1653758;8;3.734166;-4.616666;0.6291916;-0.617268;4;Lake;-29.60287;-10.43408;-2.802721;31.38789;33.82826;0;0
4.956783;0.9360517;5.608456;0.1653758;8;3.734166;-4.616666;0.6291916;-0.617268;5;Ivy;4.94028;-35.09312;-1.430939;35.43915;30.48914;0;0
4.956783;0.9360517;5.608456;0.1653758;8;3.734166;-4.616666;0.6291916;-0.617268;6;GoldenRod;17.27605;-17.82883;-0.8011435;24.82597;18.90341;0;0
4.956783;0.9360517;5.608456;0.1653758;8;3.734166;-4.616666;0.6291916;-0.617268;7;Brick;12.34317;11.78998;0.7624798;17.0692;18.506;1;9
4.956783;0.9360517;5.608456;0.1653758;9;-3.362912;-0.6378212;-0.8068976;0.5906544;0;Greystone;-4.94199;24.11571;1.772926;24.61688;24.78779;0;0
4.956783;0.9360517;5.608456;0.1653758;9;-3.362912;-0.6378212;-0.8068976;0.5906544;1;TerraCotta;29.60437;-0.5526731;-0.01866646;29.60953;32.9539;0;0
4.956783;0.9360517;5.608456;0.1653758;9;-3.362912;-0.6378212;-0.8068976;0.5906544;2;Violet;-17.28496;6.842918;2.764636;18.59019;15.78332;1;3
4.956783;0.9360517;5.608456;0.1653758;9;-3.362912;-0.6378212;-0.8068976;0.5906544;3;Forest;-12.33346;-22.76955;-2.067217;25.8953;23.86534;0;0
4.956783;0.9360517;5.608456;0.1653758;9;-3.362912;-0.6378212;-0.8068976;0.5906544;4;Lake;-29.60287;-10.43408;-2.802721;31.38789;27.99628;0;0
4.956783;0.9360517;5.608456;0.1653758;9;-3.362912;-0.6378212;-0.8068976;0.5906544;5;Ivy;4.94028;-35.09312;-1.430939;35.43915;35.43045;0;0
4.956783;0.9360517;5.608456;0.1653758;9;-3.362912;-0.6378212;-0.8068976;0.5906544;6;GoldenRod;17.27605;-17.82883;-0.8011435;24.82597;26.84471;0;0
4.956783;0.9360517;5.608456;0.1653758;9;-3.362912;-0.6378212;-0.8068976;0.5906544;7;Brick;12.34317;11.78998;0.7624798;17.0692;20.00493;0;9
4.956783;0.9360517;5.608456;0.1653758;10;-2.868073;3.064476;-0.8906536;0.4546164;0;Greystone;-4.94199;24.11571;1.772926;24.61688;21.13706;0;0
4.956783;0.9360517;5.608456;0.1653758;10;-2.868073;3.064476;-0.8906536;0.4546164;1;TerraCotta;29.60437;-0.5526731;-0.01866646;29.60953;32.65985;0;0
4.956783;0.9360517;5.608456;0.1653758;10;-2.868073;3.064476;-0.8906536;0.4546164;2;Violet;-17.28496;6.842918;2.764636;18.59019;14.88257;1;3
4.956783;0.9360517;5.608456;0.1653758;10;-2.868073;3.064476;-0.8906536;0.4546164;3;Forest;-12.33346;-22.76955;-2.067217;25.8953;27.49821;0;0
4.956783;0.9360517;5.608456;0.1653758;10;-2.868073;3.064476;-0.8906536;0.4546164;4;Lake;-29.60287;-10.43408;-2.802721;31.38789;29.9367;0;0
4.956783;0.9360517;5.608456;0.1653758;10;-2.868073;3.064476;-0.8906536;0.4546164;5;Ivy;4.94028;-35.09312;-1.430939;35.43915;38.93709;0;0
4.956783;0.9360517;5.608456;0.1653758;10;-2.868073;3.064476;-0.8906536;0.4546164;6;GoldenRod;17.27605;-17.82883;-0.8011435;24.82597;29.00657;0;0
4.956783;0.9360517;5.608456;0.1653758;10;-2.868073;3.064476;-0.8906536;0.4546164;7;Brick;12.34317;11.78998;0.7624798;17.0692;17.51344;0;9
4.956783;0.9360517;5.608456;0.1653758;11;-0.351265;0.309906;0.847977;0.5299981;0;Greystone;-4.94199;24.11571;1.772926;24.61688;24.2282;0;0
4.956783;0.9360517;5.608456;0.1653758;11;-0.351265;0.309906;0.847977;0.5299981;1;TerraCotta;29.60437;-0.5526731;-0.01866646;29.60953;29.95458;0;0
4.956783;0.9360517;5.608456;0.1653758;11;-0.351265;0.309906;0.847977;0.5299981;2;Violet;-17.28496;6.842918;2.764636;18.59019;18.12875;0;3
4.956783;0.9360517;5.608456;0.1653758;11;-0.351265;0.309906;0.847977;0.5299981;3;Forest;-12.33346;-22.76955;-2.067217;25.8953;25.9891;0;0
4.956783;0.9360517;5.608456;0.1653758;11;-0.351265;0.309906;0.847977;0.5299981;4;Lake;-29.60287;-10.43408;-2.802721;31.38789;31.1496;0;0
4.956783;0.9360517;5.608456;0.1653758;11;-0.351265;0.309906;0.847977;0.5299981;5;Ivy;4.94028;-35.09312;-1.430939;35.43915;35.78504;0;0
4.956783;0.9360517;5.608456;0.1653758;11;-0.351265;0.309906;0.847977;0.5299981;6;GoldenRod;17.27605;-17.82883;-0.8011435;24.82597;25.27692;0;0
4.956783;0.9360517;5.608456;0.1653758;11;-0.351265;0.309906;0.847977;0.5299981;7;Brick;12.34317;11.78998;0.7624798;17.0692;17.09214;1;9
5.01684;0.9755993;5.845409;0.1653758;0;0.8778276;2.13262;0.8717932;0.4898247;0;Greystone;-4.942047;23.9209;1.774529;24.42608;22.53588;0;0
5.01684;0.9755993;5.845409;0.1653758;0;0.8778276;2.13262;0.8717932;0.4898247;1;TerraCotta;29.60437;-0.7476898;-0.0252507;29.61381;28.85715;0;0
5.01684;0.9755993;5.845409;0.1653758;0;0.8778276;2.13262;0.8717932;0.4898247;2;Violet;-17.28511;6.647826;2.774434;18.51941;18.69437;0;3
5.01684;0.9755993;5.845409;0.1653758;0;0.8778276;2.13262;0.8717932;0.4898247;3;Forest;-12.33336;-22.96441;-2.063653;26.06676;28.34656;0;0
5.01684;0.9755993;5.845409;0.1653758;0;0.8778276;2.13262;0.8717932;0.4898247;4;Lake;-29.60282;-10.62907;-2.796873;31.4532;33.0317;0;0
5.01684;0.9755993;5.845409;0.1653758;0;0.8778276;2.13262;0.8717932;0.4898247;5;Ivy;4.940268;-35.28799;-1.431702;35.63212;37.62927;0;0
5.01684;0.9755993;5.845409;0.1653758;0;0.8778276;2.13262;0.8717932;0.4898247;6;GoldenRod;17.27592;-18.02375;-0.8065802;24.96624;25.96822;0;0
5.01684;0.9755993;5.845409;0.1653758;0;0.8778276;2.13262;0.8717932;0.4898247;7;Brick;12.34344;11.59504;0.7541449;16.93534;14.84252;1;9
5.01684;0.9755993;5.845409;0.1653758;1;-1.807118;0.8312564;-0.8337924;0.5520371;0;Greystone;-4.942047;23.9209;1.774529;24.42608;23.28521;0;0
5.01684;0.9755993;5.845409;0.1653758;1;-1.807118;0.8312564;-0.8337924;0.5520371;1;TerraCotta;29.60437;-0.7476898;-0.0252507;29.61381;31.43767;0;0
5.01684;0.9755993;5.845409;0.1653758;1;-1.807118;0.8312564;-0.8337924;0.5520371;2;Violet;-17.28511;6.647826;2.774434;18.51941;16.51332;1;3
5.01684;0.9755993;5.845409;0.1653758;1;-1.807118;0.8312564;-0.8337924;0.5520371;3;Forest;-12.33336;-22.96441;-2.063653;26.06676;26.00465;0;0
5.01684;0.9755993;5.845409;0.1653758;1;-1.807118;0.8312564;-0.8337924;0.5520371;4;Lake;-29.60282;-10.62907;-2.796873;31.4532;30.05293;0;0
5.01684;0.9755993;5.845409;0.1653758;1;-1.807118;0.8312564;-0.8337924;0.5520371;5;Ivy;4.940268;-35.28799;-1.431702;35.63212;36.73288;0;0
5.01684;0.9755993;5.845409;0.1653758;1;-1.807118;0.8312564;-0.8337924;0.5520371;6;GoldenRod;17.27592;-18.02375;-0.8065802;24.96624;26.81074;0;0
5.01684;0.9755993;5.845409;0.1653758;1;-1.807118;0.8312564;-0.8337924;0.5520371;7;Brick;12.34344;11.59504;0.7541449;16.93534;17.75567;0;9
5.01684;0.9755993;5.845409;0.1653758;2;1.805442;4.17618;0.8654594;0.5009073;0;Greystone;-4.942047;23.9209;1.774529;24.42608;20.84966;0;0
5.01684;0.9755993;5.845409;0.1653758;2;1.805442;4.17618;0.8654594;0.5009073;1;TerraCotta;29.60437;-0.7476898;-0.0252507;29.61381;28.21832;0;0
5.01684;0.9755993;5.845409;0.1653758;2;1.805442;4.17618;0.8654594;0.5009073;2;Violet;-17.28511;6.647826;2.774434;18.51941;19.22895;0;3
5.01684;0.9755993;5.845409;0.1653758;2;1.805442;4.17618;0.8654594;0.5009073;3;Forest;-12.33336;-22.96441;-2.063653;26.06676;30.58723;0;0
5.01684;0.9755993;5.845409;0.1653758;2;1.805442;4.17618;0.8654594;0.5009073;4;Lake;-29.60282;-10.62907;-2.796873;31.4532;34.71018;0;0
5.01684;0.9755993;5.845409;0.1653758;2;1.805442;4.17618;0.8654594;0.5009073;5;Ivy;4.940268;-35.28799;-1.431702;35.63212;39.57729;0;0
5.01684;0.9755993;5.845409;0.1653758;2;1.805442;4.17618;0.8654594;0.5009073;6;GoldenRod;17.27592;-18.02375;-0.8065802;24.96624;27.04288;0;0
5.01684;0.9755993;5.845409;0.1653758;2;1.805442;4.17618;0.8654594;0.5009073;7;Brick;12.34344;11.59504;0.7541449;16.93534;12.86433;1;9
5.01684;0.9755993;5.845409;0.1653758;3;0.1792064;-2.034644;0.7604331;0.6493906;0;Greystone;-4.942047;23.9209;1.774529;24.42608;26.4396;0;0
5.01684;0.9755993;5.845409;0.1653758;3;0.1792064;-2.034644;0.7604331;0.6493906;1;TerraCotta;29.60437;-0.7476898;-0.0252507;29.61381;29.43985;0;0
5.01684;0.9755993;5.845409;0.1653758;3;0.1792064;-2.034644;0.7604331;0.6493906;2;Violet;-17.28511;6.647826;2.774434;18.51941;19.48206;0;3
5.01684;0.9755993;5.845409;0.1653758;3;0.1792064;-2.034644;0.7604331;0.6493906;3;Forest;-12.33336;-22.96441;-2.063653;26.06676;24.36955;0;0
5.01684;0.9755993;5.845409;0.1653758;3;0.1792064;-2.034644;0.7604331;0.6493906;4;Lake;-29.60282;-10.62907;-2.796873;31.4532;30.98465;0;0
5.01684;0.9755993;5.845409;0.1653758;3;0.1792064;-2.034644;0.7604331;0.6493906;5;Ivy;4.940268;-35.28799;-1.431702;35.63212;33.58126;0;0
5.01684;0.9755993;5.845409;0.1653758;3;0.1792064;-2.034644;0.7604331;0.6493906;6;GoldenRod;17.27592;-18.02375;-0.8065802;24.96624;23.39237;0;0
5.01684;0.9755993;5.845409;0.1653758;3;0.1792064;-2.034644;0.7604331;0.6493906;7;Brick;12.34344;11.59504;0.7541449;16.93534;18.24497;1;9
5.01684;0.9755993;5.845409;0.1653758;4;-0.3352127;3.770398;0.9099458;0.4146677;0;Greystone;-4.942047;23.9209;1.774529;24.42608;20.65412;0;0
5.01684;0.9755993;5.845409;0.1653758;4;-0.3352127;3.770398;0.9099458;0.4146677;1;TerraCotta;29.60437;-0.7476898;-0.0252507;29.61381;30.2652;0;0
5.01684;0.9755993;5.845409;0.1653758;4;-0.3352127;3.770398;0.9099458;0.4146677;2;Violet;-17.28511;6.647826;2.774434;18.51941;17.17131;0;3
5.01684;0.9755993;5.845409;0.1653758;4;-0.3352127;3.770398;0.9099458;0.4146677;3;Forest;-12.33336;-22.96441;-2.063653;26.06676;29.28839;0;0
5.01684;0.9755993;5.845409;0.1653758;4;-0.3352127;3.770398;0.9099458;0.4146677;4;Lake;-29.60282;-10.62907;-2.796873;31.4532;32.60544;0;0
5.01684;0.9755993;5.845409;0.1653758;4;-0.3352127;3.770398;0.9099458;0.4146677;5;Ivy;4.940268;-35.28799;-1.431702;35.63212;39.40183;0;0
5.01684;0.9755993;5.845409;0.1653758;4;-0.3352127;3.770398;0.9099458;0.4146677;6;GoldenRod;17.27592;-18.02375;-0.8065802;24.96624;28.00434;0;0
5.01684;0.9755993;5.845409;0.1653758;4;-0.3352127;3.770398;0.9099458;0.4146677;7;Brick;12.34344;11.59504;0.7541449;16.93534;14.87574;1;9
5.01684;0.9755993;5.845409;0.1653758;5;2.670042;-0.652143;0.7150571;0.6990337;0;Greystone;-4.942047;23.9209;1.774529;24.42608;25.70879;0;0
5.01684;0.9755993;5.845409;0.1653758;5;2.670042;-0.652143;0.7150571;0.6990337;1;TerraCotta;29.60437;-0.7476898;-0.0252507;29.61381;26.92105;0;0
5.01684;0.9755993;5.845409;0.1653758;5;2.670042;-0.652143;0.7150571;0.6990337;2;Violet;-17.28511;6.647826;2.774434;18.51941;21.22689;0;3
5.01684;0.9755993;5.845409;0.1653758;5;2.670042;-0.652143;0.7150571;0.6990337;3;Forest;-12.33336;-22.96441;-2.063653;26.06676;26.8723;0;0
5.01684;0.9755993;5.845409;0.1653758;5;2.670042;-0.652143;0.7150571;0.6990337;4;Lake;-29.60282;-10.62907;-2.796873;31.4532;33.76714;0;0
5.01684;0.9755993;5.845409;0.1653758;5;2.670042;-0.652143;0.7150571;0.6990337;5;Ivy;4.940268;-35.28799;-1.431702;35.63212;34.699;0;0
5.01684;0.9755993;5.845409;0.1653758;5;2.670042;-0.652143;0.7150571;0.6990337;6;GoldenRod;17.27592;-18.02375;-0.8065802;24.96624;22.67999;0;0
5.01684;0.9755993;5.845409;0.1653758;5;2.670042;-0.652143;0.7150571;0.6990337;7;Brick;12.34344;11.59504;0.7541449;16.93534;15.5834;1;9
5.01684;0.9755993;5.845409;0.1653758;6;3.159612;1.443177;0.7795284;0.6263218;0;Greystone;-4.942047;23.9209;1.774529;24.42608;23.87704;0;0
5.01684;0.9755993;5.845409;0.1653758;6;3.159612;1.443177;0.7795284;0.6263218;1;TerraCotta;29.60437;-0.7476898;-0.0252507;29.61381;26.52193;0;0
5.01684;0.9755993;5.845409;0.1653758;6;3.159612;1.443177;0.7795284;0.6263218;2;Violet;-17.28511;6.647826;2.774434;18.51941;21.07537;0;3
5.01684;0.9755993;5.845409;0.1653758;6;3.159612;1.443177;0.7795284;0.6263218;3;Forest;-12.33336;-22.96441;-2.063653;26.06676;28.89427;0;0
5.01684;0.9755993;5.845409;0.1653758;6;3.159612;1.443177;0.7795284;0.6263218;4;Lake;-29.60282;-10.62907;-2.796873;31.4532;34.90314;0;0
5.01684;0.9755993;5.845409;0.1653758;6;3.159612;1.443177;0.7795284;0.6263218;5;Ivy;4.940268;-35.28799;-1.431702;35.63212;36.76315;0;0
5.01684;0.9755993;5.845409;0.1653758;6;3.159612;1.443177;0.7795284;0.6263218;6;GoldenRod;17.27592;-18.02375;-0.8065802;24.96624;24.03062;0;0
5.01684;0.9755993;5.845409;0.1653758;6;3.159612;1.443177;0.7795284;0.6263218;7;Brick;12.34344;11.59504;0.7541449;16.93534;13.66612;1;9
5.01684;0.9755993;5.845409;0.1653758;7;1.377406;-3.781068;0.684194;0.1762331;0;Greystone;-4.942047;23.9209;1.774529;24.42608;28.39727;0;0
5.01684;0.9755993;5.845409;0.1653758;7;1.377406;-3.781068;0.684194;0.1762331;1;TerraCotta;29.60437;-0.7476898;-0.0252507;29.61381;28.37614;0;0
5.01684;0.9755993;5.845409;0.1653758;7;1.377406;-3.781068;0.684194;0.1762331;2;Violet;-17.28511;6.647826;2.774434;18.51941;21.35739;0;3
5.01684;0.9755993;5.845409;0.1653758;7;1.377406;-3.781068;0.684194;0.1762331;3;Forest;-12.33336;-22.96441;-2.063653;26.06676;23.5642;0;0
5.01684;0.9755993;5.845409;0.1653758;7;1.377406;-3.781068;0.684194;0.1762331;4;Lake;-29.60282;-10.62907;-2.796873;31.4532;31.71547;0;0
5.01684;0.9755993;5.845409;0.1653758;7;1.377406;-3.781068;0.684194;0.1762331;5;Ivy;4.940268;-35.28799;-1.431702;35.63212;31.69655;0;0
5.01684;0.9755993;5.845409;0.1653758;7;1.377406;-3.781068;0.684194;0.1762331;6;GoldenRod;17.27592;-18.02375;-0.8065802;24.96624;21.32929;0;0
5.01684;0.9755993;5.845409;0.1653758;7;1.377406;-3.781068;0.684194;0.1762331;7;Brick;12.34344;11.59504;0.7541449;16.93534;18.8628;1;9
5.01684;0.9755993;5.845409;0.1653758;8;3.734166;-4.616666;0.6217033;-0.4655693;0;Greystone;-4.942047;23.9209;1.774529;24.42608;29.81102;0;0
5.01684;0.9755993;5.845409;0.1653758;8;3.734166;-4.616666;0.6217033;-0.4655693;1;TerraCotta;29.60437;-0.7476898;-0.0252507;29.61381;26.14467;0;0
5.01684;0.9755993;5.845409;0.1653758;8;3.734166;-4.616666;0.6217033;-0.4655693;2;Violet;-17.28511;6.647826;2.774434;18.51941;23.82595;0;3
5.01684;0.9755993;5.845409;0.1653758;8;3.734166;-4.616666;0.6217033;-0.4655693;3;Forest;-12.33336;-22.96441;-2.063653;26.06676;24.37373;0;0
5.01684;0.9755993;5.845409;0.1653758;8;3.734166;-4.616666;0.6217033;-0.4655693;4;Lake;-29.60282;-10.62907;-2.796873;31.4532;33.8623;0;0
5.01684;0.9755993;5.845409;0.1653758;8;3.734166;-4.616666;0.6217033;-0.4655693;5;Ivy;4.940268;-35.28799;-1.431702;35.63212;30.68391;0;0
5.01684;0.9755993;5.845409;0.1653758;8;3.734166;-4.616666;0.6217033;-0.4655693;6;GoldenRod;17.27592;-18.02375;-0.8065802;24.96624;19.04004;0;0
5.01684;0.9755993;5.845409;0.1653758;8;3.734166;-4.616666;0.6217033;-0.4655693;7;Brick;12.34344;11.59504;0.7541449;16.93534;18.33359;1;9
5.01684;0.9755993;5.845409;0.1653758;9;-3.362912;-0.6378212;-0.7771891;0.6292318;0;Greystone;-4.942047;23.9209;1.774529;24.42608;24.59327;0;0
5.01684;0.9755993;5.845409;0.1653758;9;-3.362912;-0.6378212;-0.7771891;0.6292318;1;TerraCotta;29.60437;-0.7476898;-0.0252507;29.61381;32.95397;0;0
5.01684;0.9755993;5.845409;0.1653758;9;-3.362912;-0.6378212;-0.7771891;0.6292318;2;Violet;-17.28511;6.647826;2.774434;18.51941;15.69197;1;3
5.01684;0.9755993;5.845409;0.1653758;9;-3.362912;-0.6378212;-0.7771891;0.6292318;3;Forest;-12.33336;-22.96441;-2.063653;26.06676;24.0461;0;0
5.01684;0.9755993;5.845409;0.1653758;9;-3.362912;-0.6378212;-0.7771891;0.6292318;4;Lake;-29.60282;-10.62907;-2.796873;31.4532;28.06505;0;0
5.01684;0.9755993;5.845409;0.1653758;9;-3.362912;-0.6378212;-0.7771891;0.6292318;5;Ivy;4.940268;-35.28799;-1.431702;35.63212;35.61998;0;0
5.01684;0.9755993;5.845409;0.1653758;9;-3.362912;-0.6378212;-0.7771891;0.6292318;6;GoldenRod;17.27592;-18.02375;-0.8065802;24.96624;26.96986;0;0
5.01684;0.9755993;5.845409;0.1653758;9;-3.362912;-0.6378212;-0.7771891;0.6292318;7;Brick;12.34344;11.59504;0.7541449;16.93534;19.88458;0;9
5.01684;0.9755993;5.845409;0.1653758;10;-2.868073;3.064476;-0.8890772;0.4576982;0;Greystone;-4.942047;23.9209;1.774529;24.42608;20.94309;0;0
5.01684;0.9755993;5.845409;0.1653758;10;-2.868073;3.064476;-0.8890772;0.4576982;1;TerraCotta;29.60437;-0.7476898;-0.0252507;29.61381;32.68201;0;0
5.01684;0.9755993;5.845409;0.1653758;10;-2.868073;3.064476;-0.8890772;0.4576982;2;Violet;-17.28511;6.647826;2.774434;18.51941;14.83438;1;3
5.01684;0.9755993;5.845409;0.1653758;10;-2.868073;3.064476;-0.8890772;0.4576982;3;Forest;-12.33336;-22.96441;-2.063653;26.06676;27.68132;0;0
5.01684;0.9755993;5.845409;0.1653758;10;-2.868073;3.064476;-0.8890772;0.4576982;4;Lake;-29.60282;-10.62907;-2.796873;31.4532;30.02507;0;0
5.01684;0.9755993;5.845409;0.1653758;10;-2.868073;3.064476;-0.8890772;0.4576982;5;Ivy;4.940268;-35.28799;-1.431702;35.63212;39.12807;0;0
5.01684;0.9755993;5.845409;0.1653758;10;-2.868073;3.064476;-0.8890772;0.4576982;6;GoldenRod;17.27592;-18.02375;-0.8065802;24.96624;29.14721;0;0
5.01684;0.9755993;5.845409;0.1653758;10;-2.868073;3.064476;-0.8890772;0.4576982;7;Brick;12.34344;11.59504;0.7541449;16.93534;17.41733;0;9
5.01684;0.9755993;5.845409;0.1653758;11;-0.351265;0.309906;0.8237504;0.5669183;0;Greystone;-4.942047;23.9209;1.774529;24.42608;24.03683;0;0
5.01684;0.9755993;5.845409;0.1653758;11;-0.351265;0.309906;0.8237504;0.5669183;1;TerraCotta;29.60437;-0.7476898;-0.0252507;29.61381;29.96082;0;0
5.01684;0.9755993;5.845409;0.1653758;11;-0.351265;0.309906;0.8237504;0.5669183;2;Violet;-17.28511;6.647826;2.774434;18.51941;18.05951;0;3
5.01684;0.9755993;5.845409;0.1653758;11;-0.351265;0.309906;0.8237504;0.5669183;3;Forest;-12.33336;-22.96441;-2.063653;26.06676;26.16225;0;0
5.01684;0.9755993;5.845409;0.1653758;11;-0.351265;0.309906;0.8237504;0.5669183;4;Lake;-29.60282;-10.62907;-2.796873;31.4532;31.21734;0;0
5.01684;0.9755993;5.845409;0.1653758;11;-0.351265;0.309906;0.8237504;0.5669183;5;Ivy;4.940268;-35.28799;-1.431702;35.63212;35.97783;0;0
5.01684;0.9755993;5.845409;0.1653758;11;-0.351265;0.309906;0.8237504;0.5669183;6;GoldenRod;17.27592;-18.02375;-0.8065802;24.96624;25.41707;0;0
5.01684;0.9755993;5.845409;0.1653758;11;-0.351265;0.309906;0.8237504;0.5669183;7;Brick;12.34344;11.59504;0.7541449;16.93534;16.96202;1;9
5.08402;1.019837;6.110461;0.1653758;0;0.8778276;2.13262;0.8415335;0.5401562;0;Greystone;-4.942112;23.68082;1.77654;24.19103;22.30388;0;0
5.08402;1.019837;6.110461;0.1653758;0;0.8778276;2.13262;0.8415335;0.5401562;1;TerraCotta;29.60436;-0.9880254;-0.03336193;29.62085;28.88212;0;0
5.08402;1.019837;6.110461;0.1653758;0;0.8778276;2.13262;0.8415335;0.5401562;2;Violet;-17.2853;6.407374;2.786612;18.43464;18.63791;0;3
