,w,r,v,noise
NRMSE,0.6821584520212388,0.11966151814988159,0.4721498474033716,0.9428447456435176
Log-gamma,1.1926553225069378,0.09691083513686582,-5.714213083035302,-5.708244814179161
ECE,0.01631578947368422,0.03798245614035084,0.04578947368421049,0.008947368421052648
Post. Contraction,0.5177012737818234,0.9884280077208714,0.7388676996343703,0.09433482695729922
