,w,r,v,noise
NRMSE,0.32803244771894147,0.05769719097514737,0.21197162390410657,0.5597572769466503
Log-gamma,3.212430434729075,-4.403364901188501,1.3930041811012137,3.4890191509723985
ECE,0.006403508771929856,0.054035087719298214,0.020350877192982453,0.012280701754385975
Post. Contraction,0.8930097822877185,0.9968519811404719,0.9536245674413821,0.6867891669893718
