,w,r,v,noise
NRMSE,0.36041547310594013,0.05564448891207044,0.21439532045964604,0.4535635742491325
Log-gamma,0.332330209500563,-3.011081072321605,3.6736431333622646,3.454930191196632
ECE,0.02105263157894735,0.1006140350877193,0.011315789473684223,0.010175438596491223
Post. Contraction,0.8822680835946342,0.9970188497443695,0.955296183145297,0.7713119474989858
